ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
20802,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for lipectomy of the lower abdomen (5 basic units)
",,,NA,NA,77.25,87.55,NA
20803,,01.11.2005,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2005,01.07.2021,82.40,NA,4,,,,,,,,01.11.2005,"INITIATION OF MANAGEMENT OF ANAESTHESIA for all procedures on the nerves, muscles, tendons and fascia of the lower abdominal wall, not being a service to which another item in this Subgroup applies (4 basic units)
",,,NA,NA,61.80,70.05,NA
20804,,01.11.2008,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2008,01.07.2021,206.00,NA,10,,,,,,,,01.11.2008,"INITIATION OF MANAGEMENT OF ANAESTHESIA for microvascular free tissue flap surgery involving the anterior or posterior lower abdomen (10 basic units)
",,,NA,NA,154.50,175.10,NA
20806,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,144.20,NA,7,,,,,,,,01.05.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for laparoscopic procedures in the lower abdomen (7 basic units)
",,,NA,NA,108.15,122.60,NA
20810,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for lowerintestinal endoscopic procedures (4 basic units)
",,,NA,NA,61.80,70.05,NA
20815,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.05.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for extracorporeal shock wave lithotripsy to urinary tract (6 basic units)
",,,NA,NA,92.70,105.10,NA
20820,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on the skin, its derivatives or subcutaneous tissue of the lower posterior abdominal wall (5 basic units)
",,,NA,NA,77.25,87.55,NA
20830,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for hernia repairs in lower abdomen, not being a service to which another item in this Subgroup applies (4 basic units)
",,,NA,NA,61.80,70.05,NA
20832,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for repair of incisional herniae and/or wound dehiscence of the lower abdomen (6 basic units)
",,,NA,NA,92.70,105.10,NA
20840,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2019,"Initiation of the management of anaesthesia for all open procedures within the lower abdominal peritoneal cavity, including appendicectomy, not being a service to which another item in this Subgroup applies (6 basic units)
",,,NA,NA,92.70,105.10,NA
20841,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,164.80,NA,8,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for bowel resection, including laparoscopic bowel resection not being a service to which another item in this Subgroup applies (8 basic units)
",,,NA,NA,123.60,140.10,NA
20842,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for amniocentesis (4 basic units)
",,,NA,NA,61.80,70.05,NA
20844,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for abdominoperineal resection, including pull through procedures, ultra low anterior resection and formation of bowel reservoir (10 basic units)
",,,NA,NA,154.50,175.10,NA
20845,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for radical prostatectomy (10 basic units)
",,,NA,NA,154.50,175.10,NA
20846,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for radical hysterectomy (10 basic units)
",,,NA,NA,154.50,175.10,NA
20847,,01.11.2005,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2005,01.07.2021,206.00,NA,10,,,,,,,,01.11.2005,"INITIATION OF MANAGEMENT OF ANAESTHESIA for ovarian malignancy (10 basic units)
",,,NA,NA,154.50,175.10,NA
20848,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for pelvic exenteration (10 basic units)
",,,NA,NA,154.50,175.10,NA
20850,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,247.20,NA,12,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for Caesarean section (12 basic units)
",,,NA,NA,185.40,210.15,NA
20855,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,309.00,NA,15,,,,,,,,01.11.2017,"INITIATION OF MANAGEMENT OF ANAESTHESIA for Caesarean hysterectomy or hysterectomy within 24 hours of birth (15 basic units)
",,,NA,NA,231.75,262.65,NA
20860,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.05.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for extraperitoneal procedures in lower abdomen, including those on the urinary tract, not being a service to which another item in this Subgroup applies (6 basic units)
",,,NA,NA,92.70,105.10,NA
20862,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,144.20,NA,7,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for renal procedures, including upper 1/3 of ureter (7 basic units)
",,,NA,NA,108.15,122.60,NA
20863,,01.07.2008,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.07.2008,01.07.2021,206.00,NA,10,,,,,,,,01.07.2008,"INITIATION OF MANAGEMENT OF ANAESTHESIA for nephrectomy (10 basic units)
",,,NA,NA,154.50,175.10,NA
20864,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for total cystectomy (10 basic units)
",,,NA,NA,154.50,175.10,NA
20866,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for adrenalectomy (10 basic units)
",,,NA,NA,154.50,175.10,NA
20867,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.05.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for neuro endocrine tumour removal in the lower abdomen (10 basic units)
",,,NA,NA,154.50,175.10,NA
20868,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for renal transplantation (donor or recipient) (10 basic units)
",,,NA,NA,154.50,175.10,NA
20880,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,309.00,NA,15,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on major lower abdominal vessels, not being a service to which another item in this subgroup applies (15 basic units)
",,,NA,NA,231.75,262.65,NA
20882,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for inferior vena cava ligation (10 basic units)
",,,NA,NA,154.50,175.10,NA
20884,,01.11.2001,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for percutaneous umbrella insertion (5 basic units)
",,,NA,NA,77.25,87.55,NA
20886,,01.11.2002,,3,T10,7,,S,N,,N,N,N,N,N,N,N,C,01.11.2002,01.07.2021,123.60,NA,6,,,,,,,,01.11.2002,"INITIATION OF MANAGEMENT OF ANAESTHESIA for percutaneous procedures on an intra-abdominal organ in the lower abdomen (6 basic units)
",,,NA,NA,92.70,105.10,NA
20900,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,61.80,NA,3,,,,,,,,01.01.2014,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on the skin or subcutaneous tissue of the perineum not being a service to which another item in this Subgroup applies (3 basic units)
",,,NA,NA,46.35,52.55,NA
20902,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2019,"Initiation of the management of anaesthesia for anorectal procedures (including surgical haemorrhoidectomy, but not banding of haemorrhoids) (4 basic units)
",,,NA,NA,61.80,70.05,NA
20904,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,144.20,NA,7,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for radical perineal procedures including radical perineal prostatectomy or radical vulvectomy (7 basic units)
",,,NA,NA,108.15,122.60,NA
20905,,01.07.2008,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.07.2008,01.07.2021,206.00,NA,10,,,,,,,,01.07.2008,"INITIATION OF MANAGEMENT OF ANAESTHESIA for microvascular free tissue flap surgery involving the perineum (10 basic units)
",,,NA,NA,154.50,175.10,NA
20906,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for vulvectomy (4 basic units)
",,,NA,NA,61.80,70.05,NA
20910,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for transurethral procedures (including urethrocystoscopy), not being a service to which another item in this Subgroup applies (4 basic units)
",,,NA,NA,61.80,70.05,NA
20911,,01.07.2008,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.07.2008,01.07.2021,103.00,NA,5,,,,,,,,01.07.2008,"INITIATION OF MANAGEMENT OF ANAESTHESIA for endoscopic ureteroscopic surgery including laser procedures (5 basic units)
",,,NA,NA,77.25,87.55,NA
20912,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for transurethral resection of bladder tumour(s) (5 basic units)
",,,NA,NA,77.25,87.55,NA
20914,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,144.20,NA,7,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for transurethral resection of prostate (7 basic units)
",,,NA,NA,108.15,122.60,NA
20916,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,144.20,NA,7,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for bleeding post-transurethral resection (7 basic units)
",,,NA,NA,108.15,122.60,NA
20920,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.07.2013,"Initiation of management of anaesthesia for procedures on external genitalia, not being a service to which another item in this Subgroup applies. (4 basic units)
",,,NA,NA,61.80,70.05,NA
20924,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on undescended testis, unilateral or bilateral (4 basic units)
",,,NA,NA,61.80,70.05,NA
20926,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for radical orchidectomy, inguinal approach (4 basic units)
",,,NA,NA,61.80,70.05,NA
20928,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for radical orchidectomy, abdominal approach (6 basic units)
",,,NA,NA,92.70,105.10,NA
20930,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for orchiopexy, unilateral or bilateral (4 basic units)
",,,NA,NA,61.80,70.05,NA
20932,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for complete amputation of penis (4 basic units)
",,,NA,NA,61.80,70.05,NA
20934,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for complete amputation of penis with bilateral inguinal lymphadenectomy (6 basic units)
",,,NA,NA,92.70,105.10,NA
20936,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,164.80,NA,8,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for complete amputation of penis with bilateral inguinal and iliac lymphadenectomy (8 basic units)
",,,NA,NA,123.60,140.10,NA
20938,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for insertion of penile prosthesis (4 basic units)
",,,NA,NA,61.80,70.05,NA
20940,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.01.2014,"INITIATION OF MANAGEMENT OF ANAESTHESIA for per vagina and vaginal procedures (including biopsy of vagina, cervix or endometrium), not being a service to which another item in this Subgroup applies (4 basic units)
",,,NA,NA,61.80,70.05,NA
20942,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.07.2008,"INITIATION OF MANAGEMENT OF ANAESTHESIA for vaginal procedures including repair operations and urinary incontinence procedures (perineal) (5 basic units)
",,,NA,NA,77.25,87.55,NA
20943,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.05.2002,"INITIATION OF MANAGEMENT OF ANAESTHESIA for transvaginal assisted reproductive services (4 basic units)
",,,NA,NA,61.80,70.05,NA
20944,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for vaginal hysterectomy (6 basic units)
",,,NA,NA,92.70,105.10,NA
20946,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,164.80,NA,8,,,,,,,,01.11.2017,"INITIATION OF MANAGEMENT OF ANAESTHESIA for vaginal birth (8 basic units)
",,,NA,NA,123.60,140.10,NA
20948,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for purse string ligation of cervix, or removal of purse string ligature (4 basic units)
",,,NA,NA,61.80,70.05,NA
20950,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for culdoscopy (5 basic units)
",,,NA,NA,77.25,87.55,NA
20952,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for hysteroscopy (4 basic units)
",,,NA,NA,61.80,70.05,NA
20954,,01.11.2001,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for correction of inverted uterus (10 basic units)
",,,NA,NA,154.50,175.10,NA
20956,,01.05.2002,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.05.2002,01.07.2021,82.40,NA,4,,,,,,,,01.05.2002,"INITIATION OF MANAGEMENT OF ANAESTHESIA for evacuation of retained products of conception, as a complication of confinement (4 basic units)
",,,NA,NA,61.80,70.05,NA
20958,,01.05.2002,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.05.2002,01.07.2021,103.00,NA,5,,,,,,,,01.11.2017,"INITIATION OF MANAGEMENT OF ANAESTHESIA for manual removal of retained placenta or for repair of vaginal or perineal tear following birth (5 basic units)
",,,NA,NA,77.25,87.55,NA
20960,,01.05.2002,,3,T10,8,,S,N,,N,N,N,N,N,N,N,C,01.05.2002,01.07.2021,144.20,NA,7,,,,,,,,01.05.2002,"INITIATION OF MANAGEMENT OF ANAESTHESIA for vaginal procedures in the management of post partum haemorrhage (blood loss &gt; 500mls) (7 basic units)
",,,NA,NA,108.15,122.60,NA
21100,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,61.80,NA,3,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on the skin or subcutaneous tissue of the anterior pelvic region (anterior to iliac crest), except external genitalia (3 basic units)
",,,NA,NA,46.35,52.55,NA
21110,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.05.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on the skin, its derivatives or subcutaneous tissue of the pelvic region (posterior to iliac crest), except perineum (5 basic units)
",,,NA,NA,77.25,87.55,NA
21112,,01.05.2003,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.05.2003,01.07.2021,82.40,NA,4,,,,,,,,01.05.2003,"INITIATION OF MANAGEMENT OF ANAESTHESIA for percutaneous bone marrow biopsy of the anterior iliac crest (4 basic units)
",,,NA,NA,61.80,70.05,NA
21114,,01.05.2003,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.05.2003,01.07.2021,103.00,NA,5,,,,,,,,01.05.2003,"INITIATION OF MANAGEMENT OF ANAESTHESIA for percutaneous bone marrow biopsy of the posterior iliac crest (5 basic units)
",,,NA,NA,77.25,87.55,NA
21116,,01.05.2003,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.05.2003,01.07.2021,123.60,NA,6,,,,,,,,01.05.2003,"INITIATION OF MANAGEMENT OF ANAESTHESIA for percutaneous bone marrow harvesting from the pelvis (6 basic units)
",,,NA,NA,92.70,105.10,NA
21120,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on the bony pelvis (6 basic units)
",,,NA,NA,92.70,105.10,NA
21130,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,61.80,NA,3,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for body cast application or revision when performed in the operating theatre of a hospital (3 basic units)
",,,NA,NA,46.35,52.55,NA
21140,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,309.00,NA,15,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for interpelviabdominal (hind-quarter) amputation (15 basic units)
",,,NA,NA,231.75,262.65,NA
21150,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for radical procedures for tumour of the pelvis, except hind-quarter amputation (10 basic units)
",,,NA,NA,154.50,175.10,NA
21155,,01.07.2008,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.07.2008,01.07.2021,206.00,NA,10,,,,,,,,01.07.2008,"INITIATION OF MANAGEMENT OF ANAESTHESIA for microvascular free tissue flap surgery involving the anterior or posterior pelvis (10 basic units)
",,,NA,NA,154.50,175.10,NA
21160,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for closed procedures involving symphysis pubis or sacroiliac joint when performed in the operating theatre of a hospital (4 basic units)
",,,NA,NA,61.80,70.05,NA
21170,,01.11.2001,,3,T10,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,164.80,NA,8,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for open procedures involving symphysis pubis or sacroiliac joint (8 basic units)
",,,NA,NA,123.60,140.10,NA
21195,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,61.80,NA,3,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on the skin or subcutaneous tissue of the upper leg (3 basic units)
",,,NA,NA,46.35,52.55,NA
21199,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures on nerves, muscles, tendons, fascia or bursae of the upper leg (4 basic units)
",,,NA,NA,61.80,70.05,NA
21200,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for closed procedures involving hip joint when performed in the operating theatre of a hospital (4 basic units)
",,,NA,NA,61.80,70.05,NA
21202,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for arthroscopic procedures of the hip joint (4 basic units)
",,,NA,NA,61.80,70.05,NA
21210,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for open procedures involving hip joint, not being a service to which another item in this Subgroup applies (6 basic units)
",,,NA,NA,92.70,105.10,NA
21212,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for hip disarticulation (10 basic units)
",,,NA,NA,154.50,175.10,NA
21214,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,206.00,NA,10,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for total hip replacement or revision (10 basic units)
",,,NA,NA,154.50,175.10,NA
21216,,01.11.2005,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2005,01.07.2021,288.40,NA,14,,,,,,,,01.11.2005,"INITIATION OF MANAGEMENT OF ANAESTHESIA for bilateral total hip replacement (14 basic units)
",,,NA,NA,216.30,245.15,NA
21220,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for closed procedures involving upper 2/3 of femur when performed in the operating theatre of a hospital (4 basic units)
",,,NA,NA,61.80,70.05,NA
21230,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,123.60,NA,6,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for open procedures involving upper 2/3 of femur, not being a service to which another item in this Subgroup applies (6 basic units)
",,,NA,NA,92.70,105.10,NA
21232,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,103.00,NA,5,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for above knee amputation (5 basic units)
",,,NA,NA,77.25,87.55,NA
21234,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,164.80,NA,8,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for radical resection of the upper 2/3 of femur (8 basic units)
",,,NA,NA,123.60,140.10,NA
21260,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures involving veins of upper leg, including exploration (4 basic units)
",,,NA,NA,61.80,70.05,NA
21270,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,164.80,NA,8,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for procedures involving arteries of upper leg, including bypass graft, not being a service to which another item in this Subgroup applies (8 basic units)
",,,NA,NA,123.60,140.10,NA
21272,,01.11.2001,,3,T10,10,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,82.40,NA,4,,,,,,,,01.11.2001,"INITIATION OF MANAGEMENT OF ANAESTHESIA for femoral artery ligation (4 basic units)
",,,NA,NA,61.80,70.05,NA
